timestamp,station_id,pm25,pm10,no2,aqi,wind_speed,wind_direction,humidity,boundary_layer_height
2026-01-02 17:10:25.566453+00:00,KARN001,43.7,77.0,36.8,84,2.0,349.5,65.1,940.0
2026-01-02 18:10:25.566453+00:00,KARN001,49.0,69.5,36.6,81,5.2,257.5,74.3,797.0
2026-01-02 19:10:25.566453+00:00,KARN001,42.4,64.5,43.2,78,14.4,123.7,37.6,464.1
2026-01-02 20:10:25.566453+00:00,KARN001,43.0,51.0,41.1,71,11.8,240.8,69.7,1358.2
2026-01-02 21:10:25.566453+00:00,KARN001,40.4,44.7,33.9,64,20.1,122.2,87.0,520.9
2026-01-02 22:10:25.566453+00:00,KARN001,31.2,45.7,34.6,58,3.2,172.6,94.4,477.4
2026-01-02 23:10:25.566453+00:00,KARN001,33.8,32.3,29.1,50,4.0,210.2,40.9,1076.2
2026-01-03 00:10:25.566453+00:00,KARN001,20.8,32.6,34.1,43,6.5,299.5,73.5,543.2
2026-01-03 01:10:25.566453+00:00,KARN001,31.1,36.7,31.9,49,4.9,349.9,70.2,1433.8
2026-01-03 02:10:25.566453+00:00,KARN001,20.5,56.3,34.4,55,22.3,221.7,90.7,334.8
2026-01-03 03:10:25.566453+00:00,KARN001,36.8,60.4,36.2,67,11.8,111.1,57.5,1168.6
2026-01-03 04:10:25.566453+00:00,KARN001,34.1,68.6,36.4,76,7.4,40.6,87.2,1806.4
2026-01-03 05:10:25.566453+00:00,KARN001,43.4,69.2,37.2,82,22.2,105.1,44.2,694.1
2026-01-03 06:10:25.566453+00:00,KARN001,57.3,92.4,38.4,85,18.4,54.0,30.4,1200.1
2026-01-03 07:10:25.566453+00:00,KARN001,53.8,72.7,36.7,91,20.6,146.4,78.4,616.3
2026-01-03 08:10:25.566453+00:00,KARN001,48.3,73.7,34.5,88,13.6,23.0,84.3,1123.0
2026-01-03 09:10:25.566453+00:00,KARN001,50.9,77.9,35.4,87,12.2,197.1,69.6,677.6
2026-01-03 10:10:25.566453+00:00,KARN001,54.1,71.4,32.3,81,4.6,174.4,79.8,890.1
2026-01-03 11:10:25.566453+00:00,KARN001,37.4,74.7,38.6,79,12.4,85.1,39.5,876.0
2026-01-03 12:10:25.566453+00:00,KARN001,41.0,80.1,35.5,79,20.8,193.0,91.1,1687.6
2026-01-03 13:10:25.566453+00:00,KARN001,51.8,57.5,37.3,81,2.7,59.0,40.2,407.1
2026-01-03 14:10:25.566453+00:00,KARN001,42.7,67.5,33.2,80,9.8,328.4,86.9,839.2
2026-01-03 15:10:25.566453+00:00,KARN001,51.3,75.3,36.5,84,14.9,216.7,69.9,1068.3
2026-01-03 16:10:25.566453+00:00,KARN001,48.4,83.8,38.0,85,23.1,240.6,48.2,1233.0
2026-01-03 17:10:25.566453+00:00,KARN001,41.8,55.4,37.0,82,14.7,106.1,58.8,406.4
2026-01-03 18:10:25.566453+00:00,KARN001,52.0,80.6,31.9,79,22.5,97.4,53.0,1569.0
2026-01-03 19:10:25.566453+00:00,KARN001,46.3,60.4,35.2,77,8.9,304.5,70.5,1655.0
2026-01-03 20:10:25.566453+00:00,KARN001,37.9,51.4,37.6,75,10.0,4.9,66.7,415.2
2026-01-03 21:10:25.566453+00:00,KARN001,41.2,44.6,32.7,69,16.2,357.8,65.4,788.0
2026-01-03 22:10:25.566453+00:00,KARN001,32.6,75.3,35.5,63,17.4,69.4,80.5,1206.4
2026-01-03 23:10:25.566453+00:00,KARN001,35.1,47.1,32.9,57,19.2,137.3,92.7,1715.0
2026-01-04 00:10:25.566453+00:00,KARN001,30.0,60.7,35.5,54,25.0,14.7,89.1,833.6
2026-01-04 01:10:25.566453+00:00,KARN001,45.0,47.4,33.8,61,19.4,257.6,51.8,1465.1
2026-01-04 02:10:25.566453+00:00,KARN001,39.8,60.7,35.7,67,6.6,31.4,30.1,1308.4
2026-01-04 03:10:25.566453+00:00,KARN001,37.3,57.8,34.1,71,10.2,318.0,85.1,1875.2
2026-01-04 04:10:25.566453+00:00,KARN001,33.3,98.9,36.4,80,18.4,225.5,33.6,634.0
2026-01-04 05:10:25.566453+00:00,KARN001,48.6,67.0,37.9,88,3.3,122.1,54.0,1726.6
2026-01-04 06:10:25.566453+00:00,KARN001,38.4,97.2,39.8,98,24.3,49.3,63.1,1757.2
2026-01-04 07:10:25.566453+00:00,KARN001,60.9,110.3,42.0,100,22.7,99.4,76.9,1082.6
2026-01-04 08:10:25.566453+00:00,KARN001,55.3,92.9,36.0,96,4.8,26.8,67.6,525.2
2026-01-04 09:10:25.566453+00:00,KARN001,50.0,73.9,37.6,90,21.8,239.4,63.4,1954.5
2026-01-04 10:10:25.566453+00:00,KARN001,44.0,84.5,36.8,82,23.8,39.7,58.9,801.6
2026-01-04 11:10:25.566453+00:00,KARN001,47.5,70.1,40.1,79,15.5,75.5,75.3,1481.9
2026-01-04 12:10:25.566453+00:00,KARN001,39.0,71.1,39.9,80,3.6,255.3,42.5,1857.1
2026-01-04 13:10:25.566453+00:00,KARN001,46.1,66.8,36.4,77,18.1,20.5,52.5,1550.6
2026-01-04 14:10:25.566453+00:00,KARN001,44.0,72.4,40.1,78,3.7,353.7,30.1,775.2
2026-01-04 15:10:25.566453+00:00,KARN001,45.3,49.5,33.4,76,5.2,312.9,32.6,450.5
2026-01-04 16:10:25.566453+00:00,KARN001,38.0,87.9,39.4,74,23.3,212.6,30.7,1448.9
2026-01-04 17:10:25.566453+00:00,KARN001,35.4,68.7,41.9,70,15.3,247.9,51.4,1598.6
2026-01-04 18:10:25.566453+00:00,KARN001,42.0,75.1,40.2,68,18.4,191.1,75.3,1757.6
2026-01-04 19:10:25.566453+00:00,KARN001,34.7,41.7,31.3,63,15.7,58.8,74.6,1486.4
2026-01-04 20:10:25.566453+00:00,KARN001,31.4,48.1,34.9,55,10.7,358.0,70.7,1426.4
2026-01-04 21:10:25.566453+00:00,KARN001,27.7,53.1,36.3,49,4.1,203.6,50.0,982.4
2026-01-04 22:10:25.566453+00:00,KARN001,27.8,38.2,27.9,44,10.5,262.9,30.1,370.7
2026-01-04 23:10:25.566453+00:00,KARN001,21.6,22.8,32.1,41,15.7,302.9,30.3,1920.9
2026-01-05 00:10:25.566453+00:00,KARN001,28.7,54.3,32.5,48,11.6,277.6,61.1,1268.5
2026-01-05 01:10:25.566453+00:00,KARN001,23.1,45.5,31.4,50,16.8,301.3,68.7,829.0
2026-01-05 02:10:25.566453+00:00,KARN001,26.7,50.1,34.2,52,12.4,20.5,51.6,1543.0
2026-01-05 03:10:25.566453+00:00,KARN001,38.6,59.2,30.5,59,5.5,251.0,84.9,873.6
2026-01-05 04:10:25.566453+00:00,KARN001,52.4,80.7,36.7,71,14.4,122.8,86.6,1898.2
2026-01-05 05:10:25.566453+00:00,KARN001,36.8,64.5,29.4,76,10.4,45.1,85.6,1410.1
2026-01-05 06:10:25.566453+00:00,KARN001,53.0,76.1,40.6,79,22.3,144.9,59.8,1960.7
2026-01-05 07:10:25.566453+00:00,KARN001,55.0,63.9,41.4,82,22.8,328.7,79.8,822.9
2026-01-05 08:10:25.566453+00:00,KARN001,46.5,70.5,35.2,81,17.5,80.7,79.6,1496.5
2026-01-05 09:10:25.566453+00:00,KARN001,42.4,83.5,40.1,78,13.4,273.0,41.3,1222.1
2026-01-05 10:10:25.566453+00:00,KARN001,39.5,61.1,37.5,72,14.2,67.9,60.8,343.6
2026-01-05 11:10:25.566453+00:00,KARN001,41.5,65.6,37.1,73,12.8,178.7,30.8,1482.6
2026-01-05 12:10:25.566453+00:00,KARN001,49.1,64.3,37.6,72,10.5,250.4,36.9,1675.1
2026-01-05 13:10:25.566453+00:00,KARN001,53.4,84.4,43.8,73,6.5,320.4,83.6,1834.1
2026-01-05 14:10:25.566453+00:00,KARN001,36.8,56.5,39.3,75,9.9,297.1,51.2,1816.8
2026-01-05 15:10:25.566453+00:00,KARN001,43.6,87.1,40.2,74,23.6,339.5,53.6,437.0
2026-01-05 16:10:25.566453+00:00,KARN001,45.2,81.5,36.5,75,14.4,236.7,83.5,882.6
2026-01-05 17:10:25.566453+00:00,KARN001,35.1,61.4,39.5,72,7.4,53.1,89.3,1004.9
2026-01-05 18:10:25.566453+00:00,KARN001,41.5,34.9,37.4,65,4.0,77.9,60.5,679.7
2026-01-05 19:10:25.566453+00:00,KARN001,31.5,44.6,33.9,62,15.3,190.3,73.4,755.4
2026-01-05 20:10:25.566453+00:00,KARN001,43.9,43.2,37.7,56,14.0,41.1,59.6,624.3
2026-01-05 21:10:25.566453+00:00,KARN001,22.8,42.9,35.1,50,5.1,206.6,61.9,1905.3
2026-01-05 22:10:25.566453+00:00,KARN001,20.9,41.6,28.8,42,6.1,220.9,56.4,323.8
2026-01-05 23:10:25.566453+00:00,KARN001,10.7,48.2,38.6,37,17.9,77.7,71.7,791.6
2026-01-06 00:10:25.566453+00:00,KARN001,15.0,29.7,37.2,38,14.9,122.9,80.0,697.3
2026-01-06 01:10:25.566453+00:00,KARN001,18.9,52.6,31.5,40,10.9,136.3,41.8,636.1
2026-01-06 02:10:25.566453+00:00,KARN001,26.1,56.0,32.0,46,19.0,166.3,64.6,1835.9
2026-01-06 03:10:25.566453+00:00,KARN001,26.7,54.1,38.1,52,7.5,106.6,73.7,1399.9
2026-01-06 04:10:25.566453+00:00,KARN001,33.7,50.5,34.5,64,12.7,145.4,82.8,1733.7
2026-01-06 05:10:25.566453+00:00,KARN001,40.0,66.5,39.3,68,24.0,306.5,65.1,443.3
2026-01-06 06:10:25.566453+00:00,KARN001,36.9,70.1,37.1,75,8.2,8.1,68.9,1163.5
2026-01-06 07:10:25.566453+00:00,KARN001,37.4,57.5,35.4,80,14.4,253.1,40.0,1936.5
2026-01-06 08:10:25.566453+00:00,KARN001,58.6,76.3,38.0,82,20.5,145.9,81.1,958.3
2026-01-06 09:10:25.566453+00:00,KARN001,41.3,76.4,33.9,79,20.1,358.4,43.1,1780.3
2026-01-06 10:10:25.566453+00:00,KARN001,52.0,68.1,36.2,81,24.9,336.8,47.9,1172.6
2026-01-06 11:10:25.566453+00:00,KARN001,50.2,64.7,37.8,77,22.6,343.6,36.9,1392.5
2026-01-06 12:10:25.566453+00:00,KARN001,29.5,57.3,35.8,71,21.7,38.2,32.0,546.4
2026-01-06 13:10:25.566453+00:00,KARN001,36.7,68.6,38.4,68,21.1,4.4,49.6,417.2
2026-01-06 14:10:25.566453+00:00,KARN001,46.5,76.5,37.2,73,7.6,56.8,50.2,1292.1
2026-01-06 15:10:25.566453+00:00,KARN001,41.2,70.4,36.9,76,20.3,294.0,75.9,868.0
2026-01-06 16:10:25.566453+00:00,KARN001,39.3,77.4,37.4,75,8.6,320.6,57.5,1579.6
2026-01-06 17:10:25.566453+00:00,KARN001,42.7,50.9,36.7,75,14.0,345.7,55.6,475.5
2026-01-06 18:10:25.566453+00:00,KARN001,38.4,76.1,36.6,73,13.8,133.5,72.1,307.7
2026-01-06 19:10:25.566453+00:00,KARN001,35.4,69.1,36.8,65,9.1,29.1,87.1,1289.2
2026-01-06 20:10:25.566453+00:00,KARN001,33.1,71.5,30.2,63,21.4,144.7,89.7,1801.5
2026-01-06 21:10:25.566453+00:00,KARN001,33.9,54.7,39.9,59,18.6,173.4,48.3,1207.5
2026-01-06 22:10:25.566453+00:00,KARN001,31.9,46.4,30.8,55,3.0,317.9,52.2,510.9
2026-01-06 23:10:25.566453+00:00,KARN001,27.9,30.1,35.5,53,12.5,129.8,83.7,1938.3
2026-01-07 00:10:25.566453+00:00,KARN001,24.4,38.7,31.7,52,24.1,277.0,93.0,641.7
2026-01-07 01:10:25.566453+00:00,KARN001,29.1,60.3,30.4,57,12.3,280.3,80.8,1749.6
2026-01-07 02:10:25.566453+00:00,KARN001,37.6,53.3,36.4,66,24.8,210.7,86.2,1131.5
2026-01-07 03:10:25.566453+00:00,KARN001,44.9,59.1,32.3,77,16.4,265.5,38.4,1807.1
2026-01-07 04:10:25.566453+00:00,KARN001,55.9,70.2,36.2,83,13.9,94.2,59.2,1911.5
2026-01-07 05:10:25.566453+00:00,KARN001,45.0,63.8,43.3,88,24.4,264.0,56.0,1452.3
2026-01-07 06:10:25.566453+00:00,KARN001,54.0,76.8,37.5,95,12.3,93.1,42.3,462.1
2026-01-07 07:10:25.566453+00:00,KARN001,56.0,90.6,40.7,99,17.8,238.3,83.9,798.9
2026-01-07 08:10:25.566453+00:00,KARN001,42.1,87.3,39.3,99,16.6,61.7,54.5,950.6
2026-01-07 09:10:25.566453+00:00,KARN001,54.7,88.9,37.4,95,6.1,280.6,66.0,1419.9
2026-01-07 10:10:25.566453+00:00,KARN001,50.7,68.9,38.5,87,2.7,101.1,37.8,1369.0
2026-01-07 11:10:25.566453+00:00,KARN001,46.3,84.3,37.3,80,6.8,133.0,78.5,1538.3
2026-01-07 12:10:25.566453+00:00,KARN001,40.1,52.4,36.0,78,11.0,20.9,41.3,1583.6
2026-01-07 13:10:25.566453+00:00,KARN001,36.1,72.3,35.5,80,6.4,298.6,56.3,1000.4
2026-01-07 14:10:25.566453+00:00,KARN001,51.4,75.1,38.9,82,4.5,247.2,68.8,338.4
2026-01-07 15:10:25.566453+00:00,KARN001,42.9,60.3,40.3,84,22.7,317.0,64.1,1463.0
2026-01-07 16:10:25.566453+00:00,KARN001,48.5,70.6,39.3,86,10.9,235.0,39.0,1727.3
2026-01-07 17:10:25.566453+00:00,KARN001,48.2,86.5,37.1,86,24.5,300.6,70.6,1557.0
2026-01-07 18:10:25.566453+00:00,KARN001,42.4,67.9,36.4,80,3.1,95.4,48.7,358.8
2026-01-07 19:10:25.566453+00:00,KARN001,44.3,70.0,33.8,76,12.2,217.5,83.1,1812.7
2026-01-07 20:10:25.566453+00:00,KARN001,36.5,61.5,33.6,67,5.8,183.1,68.0,1798.5
2026-01-07 21:10:25.566453+00:00,KARN001,26.6,48.1,29.7,56,23.0,180.6,40.8,383.3
2026-01-07 22:10:25.566453+00:00,KARN001,28.5,31.4,35.7,48,2.5,27.4,51.2,1027.7
2026-01-07 23:10:25.566453+00:00,KARN001,24.9,32.1,30.2,45,8.2,209.5,92.5,919.1
2026-01-08 00:10:25.566453+00:00,KARN001,28.2,31.4,29.9,50,20.3,106.8,78.9,1885.0
2026-01-08 01:10:25.566453+00:00,KARN001,28.5,36.1,30.6,55,13.0,354.1,86.1,1375.6
2026-01-08 02:10:25.566453+00:00,KARN001,27.7,53.8,37.6,59,13.7,311.9,63.3,1238.5
2026-01-08 03:10:25.566453+00:00,KARN001,34.7,71.7,35.2,68,6.7,91.5,93.3,614.3
2026-01-08 04:10:25.566453+00:00,KARN001,49.1,33.1,40.4,75,23.6,158.1,59.8,1309.4
2026-01-08 05:10:25.566453+00:00,KARN001,47.2,85.9,38.1,84,18.8,130.7,88.6,1212.1
2026-01-08 06:10:25.566453+00:00,KARN001,57.3,79.4,34.4,97,8.5,297.6,31.8,519.2
2026-01-08 07:10:25.566453+00:00,KARN001,53.0,94.6,36.0,99,13.5,228.2,53.6,1789.8
2026-01-08 08:10:25.566453+00:00,KARN001,60.2,100.2,40.5,106,5.6,29.5,38.6,1559.9
2026-01-08 09:10:25.566453+00:00,KARN001,54.7,82.5,38.7,101,15.7,163.0,85.0,1346.1
2026-01-08 10:10:25.566453+00:00,KARN001,57.2,79.7,34.9,96,8.0,144.7,93.5,738.9
2026-01-08 11:10:25.566453+00:00,KARN001,48.5,83.1,42.8,92,10.4,235.7,84.7,1932.3
2026-01-08 12:10:25.566453+00:00,KARN001,38.2,63.8,41.6,89,22.1,240.5,94.6,1281.5
2026-01-08 13:10:25.566453+00:00,KARN001,46.1,67.0,32.0,86,3.0,111.7,39.3,797.2
2026-01-08 14:10:25.566453+00:00,KARN001,43.1,70.0,35.2,84,20.3,254.7,85.2,534.0
2026-01-08 15:10:25.566453+00:00,KARN001,48.2,72.7,39.9,86,5.6,251.2,48.4,1322.1
2026-01-08 16:10:25.566453+00:00,KARN001,37.6,86.4,41.9,89,20.8,143.9,34.2,1963.9
2026-01-08 17:10:25.566453+00:00,KARN001,52.0,76.5,40.0,96,13.3,35.8,70.6,806.0
2026-01-08 18:10:25.566453+00:00,KARN001,51.9,87.9,39.1,90,9.1,213.7,93.6,1969.0
2026-01-08 19:10:25.566453+00:00,KARN001,44.6,89.2,37.7,85,16.0,55.5,54.3,1687.2
2026-01-08 20:10:25.566453+00:00,KARN001,33.4,67.3,36.5,77,4.0,263.3,91.8,752.8
2026-01-08 21:10:25.566453+00:00,KARN001,37.0,70.6,33.3,71,2.7,7.9,72.7,1287.8
2026-01-08 22:10:25.566453+00:00,KARN001,34.1,69.9,37.6,62,10.0,110.9,94.2,1738.9
2026-01-08 23:10:25.566453+00:00,KARN001,35.5,40.4,29.7,56,3.5,356.2,89.2,317.9
2026-01-09 00:10:25.566453+00:00,KARN001,28.6,57.2,34.8,55,21.8,18.0,68.3,1848.2
2026-01-09 01:10:25.566453+00:00,KARN001,34.1,56.4,29.9,58,22.2,124.3,82.1,1582.1
2026-01-09 02:10:25.566453+00:00,KARN001,33.3,60.9,35.0,69,10.9,351.8,66.6,694.0
2026-01-09 03:10:25.566453+00:00,KARN001,39.8,65.7,35.1,76,7.7,319.2,38.0,1012.1
2026-01-09 04:10:25.566453+00:00,KARN001,42.6,73.4,41.1,84,9.9,9.9,87.3,1920.0
2026-01-09 05:10:25.566453+00:00,KARN001,51.5,77.9,44.4,94,3.0,217.2,89.8,1736.2
2026-01-09 06:10:25.566453+00:00,KARN001,48.2,95.3,37.8,98,9.9,289.6,53.3,1402.3
2026-01-09 07:10:25.566453+00:00,KARN001,56.0,87.1,38.0,104,3.5,331.1,47.4,456.5
2026-01-09 08:10:25.566453+00:00,KARN001,58.3,94.7,41.9,106,18.8,347.8,32.9,1259.8
2026-01-09 09:10:25.566453+00:00,KARN001,55.7,91.9,33.2,97,3.9,269.9,52.7,1484.7
2026-01-09 10:10:25.566453+00:00,KARN001,52.3,76.1,40.3,91,4.1,99.6,73.5,1312.9
2026-01-09 11:10:25.566453+00:00,KARN001,56.2,87.0,36.6,90,7.9,356.8,47.7,1713.7
2026-01-09 12:10:25.566453+00:00,KARN001,48.5,86.9,39.2,89,11.1,128.5,58.9,363.1
2026-01-09 13:10:25.566453+00:00,KARN001,47.3,79.7,36.0,84,22.1,221.1,86.6,1386.2
2026-01-09 14:10:25.566453+00:00,KARN001,59.7,72.1,45.8,91,2.5,62.3,72.3,1432.4
2026-01-09 15:10:25.566453+00:00,KARN001,51.6,97.7,46.8,92,22.8,233.7,59.9,1941.2
2026-01-09 16:10:25.566453+00:00,KARN001,47.0,90.4,38.3,92,5.2,352.2,71.6,865.9
2026-01-09 17:10:25.566453+00:00,KARN001,51.1,87.9,37.9,89,15.5,44.6,37.5,400.1
2026-01-09 18:10:25.566453+00:00,KARN001,46.5,66.8,37.7,81,15.9,306.6,91.6,818.5
2026-01-09 19:10:25.566453+00:00,KARN001,44.7,71.3,36.7,78,3.3,108.5,87.3,1237.8
2026-01-09 20:10:25.566453+00:00,KARN001,35.7,66.5,38.6,74,2.4,221.7,30.0,1792.6
2026-01-09 21:10:25.566453+00:00,KARN001,40.5,64.8,35.9,73,3.1,342.4,76.3,1277.5
2026-01-09 22:10:25.566453+00:00,KARN001,36.5,46.6,32.0,68,16.8,312.6,66.2,1566.6
2026-01-09 23:10:25.566453+00:00,KARN001,46.2,67.9,37.1,66,24.9,135.6,66.6,1879.7
2026-01-10 00:10:25.566453+00:00,KARN001,30.9,51.4,35.0,58,15.2,130.1,77.5,701.6
2026-01-10 01:10:25.566453+00:00,KARN001,37.6,46.3,36.8,65,3.9,298.7,83.3,1342.7
2026-01-10 02:10:25.566453+00:00,KARN001,47.6,56.5,36.1,70,8.1,68.6,43.2,1643.6
2026-01-10 03:10:25.566453+00:00,KARN001,46.7,64.1,35.1,79,17.0,91.4,63.9,1637.6
2026-01-10 04:10:25.566453+00:00,KARN001,45.6,57.8,42.4,89,14.5,55.5,66.5,449.6
2026-01-10 05:10:25.566453+00:00,KARN001,56.7,94.0,37.4,96,15.5,208.5,65.1,511.5
2026-01-10 06:10:25.566453+00:00,KARN001,63.8,81.4,38.2,106,3.4,26.1,31.2,1024.5
2026-01-10 07:10:25.566453+00:00,KARN001,63.5,85.9,41.2,103,3.7,153.2,52.2,1843.4
2026-01-10 08:10:25.566453+00:00,KARN001,64.5,89.8,39.1,105,4.1,157.9,70.9,595.3
2026-01-10 09:10:25.566453+00:00,KARN001,56.7,97.0,40.8,99,5.9,43.5,32.4,1411.4
2026-01-10 10:10:25.566453+00:00,KARN001,50.2,77.5,39.6,96,3.9,352.1,92.9,402.7
2026-01-10 11:10:25.566453+00:00,KARN001,54.1,90.0,38.7,93,19.5,109.2,71.9,719.5
2026-01-10 12:10:25.566453+00:00,KARN001,51.5,66.6,38.6,88,12.5,6.4,85.1,1682.1
2026-01-10 13:10:25.566453+00:00,KARN001,43.2,85.3,39.9,90,11.2,39.0,39.7,1280.1
2026-01-10 14:10:25.566453+00:00,KARN001,52.0,82.3,38.8,92,19.4,330.3,87.7,458.2
2026-01-10 15:10:25.566453+00:00,KARN001,52.1,86.9,41.6,95,14.9,278.4,39.8,1465.7
2026-01-10 16:10:25.566453+00:00,KARN001,44.9,91.5,39.3,99,19.2,339.2,42.5,308.6
2026-01-10 17:10:25.566453+00:00,KARN001,45.3,82.0,42.2,100,13.7,289.8,48.0,1120.5
2026-01-10 18:10:25.566453+00:00,KARN001,60.6,83.4,41.9,99,22.7,297.7,45.2,417.2
2026-01-10 19:10:25.566453+00:00,KARN001,51.7,77.8,36.8,94,18.9,128.8,67.0,438.1
2026-01-10 20:10:25.566453+00:00,KARN001,42.1,68.4,41.4,88,19.6,311.5,45.4,1040.6
2026-01-10 21:10:25.566453+00:00,KARN001,48.2,67.6,36.9,82,24.9,128.5,61.3,406.1
2026-01-10 22:10:25.566453+00:00,KARN001,39.8,51.0,31.3,76,9.0,335.5,40.0,1713.7
2026-01-10 23:10:25.566453+00:00,KARN001,33.1,65.2,30.9,72,12.7,354.8,85.2,693.2
2026-01-11 00:10:25.566453+00:00,KARN001,42.2,79.5,36.5,72,12.1,288.8,37.9,943.7
2026-01-11 01:10:25.566453+00:00,KARN001,43.3,59.1,33.7,71,18.4,171.8,48.6,484.1
2026-01-11 02:10:25.566453+00:00,KARN001,51.5,82.5,37.8,78,10.7,294.6,84.7,1325.2
2026-01-11 03:10:25.566453+00:00,KARN001,49.3,73.2,39.7,85,4.4,294.5,74.6,546.2
2026-01-11 04:10:25.566453+00:00,KARN001,57.9,79.8,40.4,97,19.6,194.9,58.9,871.8
2026-01-11 05:10:25.566453+00:00,KARN001,61.8,95.2,44.0,108,23.7,212.2,55.6,1414.5
2026-01-11 06:10:25.566453+00:00,KARN001,67.8,93.1,42.1,114,16.2,237.5,36.0,1130.6
2026-01-11 07:10:25.566453+00:00,KARN001,62.3,103.7,46.8,117,2.5,257.8,60.2,1901.9
2026-01-11 08:10:25.566453+00:00,KARN001,58.7,105.9,39.6,113,18.0,191.3,74.6,759.2
2026-01-11 09:10:25.566453+00:00,KARN001,56.1,103.4,42.7,106,2.2,290.8,55.3,774.2
2026-01-11 10:10:25.566453+00:00,KARN001,54.4,73.4,42.1,100,7.6,89.6,86.4,1278.9
2026-01-11 11:10:25.566453+00:00,KARN001,59.7,87.1,38.8,100,6.9,143.1,49.0,452.5
2026-01-11 12:10:25.566453+00:00,KARN001,67.9,100.6,45.9,104,4.3,296.5,93.9,1920.4
2026-01-11 13:10:25.566453+00:00,KARN001,63.5,86.9,42.7,101,11.9,6.1,71.7,953.5
2026-01-11 14:10:25.566453+00:00,KARN001,57.2,102.0,40.7,104,9.5,333.4,71.6,1265.8
2026-01-11 15:10:25.566453+00:00,KARN001,53.8,100.0,39.4,104,24.5,192.2,91.4,1415.6
2026-01-11 16:10:25.566453+00:00,KARN001,59.2,96.6,43.1,105,18.3,139.6,34.4,1570.5
2026-01-11 17:10:25.566453+00:00,KARN001,54.4,96.0,39.1,103,13.3,17.0,59.2,1675.0
2026-01-11 18:10:25.566453+00:00,KARN001,57.7,96.1,38.7,108,14.2,56.2,84.2,927.3
2026-01-11 19:10:25.566453+00:00,KARN001,57.8,88.5,40.4,101,23.1,2.3,73.3,500.3
2026-01-11 20:10:25.566453+00:00,KARN001,48.5,73.4,41.4,93,4.9,260.8,41.5,1810.9
2026-01-11 21:10:25.566453+00:00,KARN001,50.7,73.1,35.1,85,15.4,179.2,41.0,441.8
2026-01-11 22:10:25.566453+00:00,KARN001,45.7,65.9,36.9,79,11.7,332.6,65.4,1219.6
2026-01-11 23:10:25.566453+00:00,KARN001,40.4,64.1,34.7,76,7.6,187.9,66.9,1153.3
2026-01-12 00:10:25.566453+00:00,KARN001,57.7,83.1,37.7,88,5.1,7.4,87.5,1120.6
